thrust time (ms),thrust (N),burn time (s),Pc (psi),Pc time (ms),burn time (s),Interpolated Pc,At (in$2),Ctau
1713734913837,939.96,4.653,368.03279,1713734911145,1.963,,,
1713734913849,938.09,4.665,367.83861,1713734911148,1.966,,,
1713734913857,941.6,4.673,367.94732,1713734911151,1.969,,,
1713734913873,940.37,4.689,367.60225,1713734911159,1.977,,,
1713734913882,943.75,4.698,367.59813,1713734911164,1.982,,,
1713734913890,942.34,4.706,367.62374,1713734911167,1.985,,,
1713734913902,943.49,4.718,367.58964,1713734911170,1.988,,,
1713734913915,942.24,4.731,367.38267,1713734911176,1.994,,,
1713734913923,939.21,4.739,367.39709,1713734911180,1.998,,,
1713734913935,942.44,4.751,367.13622,1713734911182,2,,,
1713734913943,942.01,4.759,366.93988,1713734911189,2.007,,,
1713734913956,942.54,4.772,366.88107,1713734911192,2.01,,,
1713734913968,941.56,4.784,366.55446,1713734911198,2.016,,,
1713734913976,941.46,4.792,366.40764,1713734911202,2.02,,,
1713734913988,941.81,4.804,366.28992,1713734911205,2.023,,,
1713734914001,940.68,4.817,366.15369,1713734911208,2.026,,,
1713734914009,942.4,4.825,366.17301,1713734911221,2.039,,,
1713734914021,941.08,4.837,366.01003,1713734911224,2.042,,,
1713734914033,941.83,4.849,365.70405,1713734911229,2.047,,,
1713734914042,942.69,4.858,365.55975,1713734911232,2.05,,,
1713734914055,941.56,4.871,365.53157,1713734911240,2.058,,,
1713734914066,939.49,4.882,365.3761,1713734911243,2.061,,,
1713734914075,941.02,4.891,365.52927,1713734911247,2.065,,,
1713734914087,869.07,4.903,365.4559,1713734911254,2.072,,,
1713734914099,562.64,4.915,365.42909,1713734911257,2.075,,,
1713734914107,394.65,4.923,365.30142,1713734911260,2.078,,,
1713734914120,348.52,4.936,365.39151,1713734911267,2.085,,,
1713734914132,332.1,4.948,365.46591,1713734911270,2.088,,,
1713734914140,327.4,4.956,365.53582,1713734911272,2.09,,,
1713734914153,323.21,4.969,365.635,1713734911275,2.093,,,
1713734914161,324.15,4.977,365.78425,1713734911284,2.102,,,
1713734914173,320.84,4.989,366.09666,1713734911287,2.105,,,
1713734914185,321.87,5.001,366.29871,1713734911294,2.112,,,
1713734914194,320.18,5.01,366.19238,1713734911297,2.115,,,
1713734914205,320.84,5.021,366.34693,1713734911301,2.119,,,
1713734914218,319.78,5.034,366.26854,1713734911304,2.122,,,
1713734914226,318.38,5.042,365.99366,1713734911307,2.125,,,
1713734914238,319.29,5.054,365.96136,1713734911310,2.128,,,
1713734914250,318.89,5.066,366.00326,1713734911313,2.131,,,
1713734914259,317.05,5.075,366.00558,1713734911316,2.134,,,
1713734914271,315.76,5.087,365.56504,1713734911319,2.137,,,
1713734914283,318.78,5.099,365.59093,1713734911329,2.147,,,
1713734914292,319.91,5.108,365.64213,1713734911340,2.158,,,
1713734914304,316.52,5.12,365.7021,1713734911343,2.161,,,
1713734914316,314.04,5.132,365.50346,1713734911346,2.164,,,
1713734914324,311.73,5.14,365.49098,1713734911352,2.17,,,
1713734914337,316.38,5.153,365.50918,1713734911354,2.172,,,
1713734914349,315.43,5.165,365.39503,1713734911360,2.178,,,
1713734914357,316.57,5.173,364.96951,1713734911363,2.181,,,
1713734914369,317.97,5.185,364.94721,1713734911370,2.188,,,
1713734914382,317.22,5.198,364.69739,1713734911373,2.191,,,
1713734914400,317.07,5.216,364.78499,1713734911376,2.194,,,
1713734914402,314.03,5.218,364.95177,1713734911384,2.202,,,
1713734914410,314.21,5.226,364.96693,1713734911387,2.205,,,
1713734914423,313.16,5.239,365.18227,1713734911393,2.211,,,
1713734914435,313.7,5.251,365.32791,1713734911395,2.213,,,
1713734914443,315.26,5.259,365.42283,1713734911400,2.218,,,
1713734914457,316.21,5.273,365.27757,1713734911403,2.221,,,
1713734914468,316.25,5.284,365.67056,1713734911405,2.223,,,
1713734914476,316.93,5.292,365.7093,1713734911408,2.226,,,
1713734914488,317.17,5.304,365.72355,1713734911411,2.229,,,
1713734914500,317.92,5.316,366.05521,1713734911413,2.231,,,
1713734914509,317.02,5.325,366.04254,1713734911416,2.234,,,
1713734914521,317.45,5.337,366.36745,1713734911419,2.237,,,
1713734914533,313.85,5.349,366.20867,1713734911421,2.239,,,
1713734914542,314.58,5.358,366.28132,1713734911424,2.242,,,
1713734914554,317.59,5.37,366.51193,1713734911427,2.245,,,
1713734914566,317.54,5.382,366.56564,1713734911430,2.248,,,
1713734914574,316.46,5.39,366.54868,1713734911433,2.251,,,
1713734914587,320.91,5.403,366.763,1713734911436,2.254,,,
1713734914599,315.58,5.415,366.85222,1713734911438,2.256,,,
1713734914607,315.18,5.423,366.87794,1713734911443,2.261,,,
1713734914619,319.6,5.435,366.68736,1713734911445,2.263,,,
1713734914631,317.65,5.447,366.63791,1713734911448,2.266,,,
1713734914640,317.32,5.456,366.78742,1713734911451,2.269,,,
1713734914652,320.08,5.468,366.56302,1713734911459,2.277,,,
1713734914664,317.4,5.48,366.54958,1713734911463,2.281,,,
1713734914672,317.16,5.488,366.7774,1713734911465,2.283,,,
1713734914685,318.14,5.501,366.97955,1713734911469,2.287,,,
1713734914693,321.24,5.509,367.13565,1713734911472,2.29,,,
1713734914705,316.57,5.521,367.11795,1713734911475,2.293,,,
1713734914718,316.5,5.534,366.60156,1713734911478,2.296,,,
1713734914726,314.16,5.542,366.56508,1713734911480,2.298,,,
1713734914738,318.58,5.554,366.86203,1713734911483,2.301,,,
1713734914750,316.39,5.566,366.85269,1713734911486,2.304,,,
1713734914759,313.25,5.575,366.81826,1713734911489,2.307,,,
1713734914771,315.41,5.587,366.69789,1713734911491,2.309,,,
1713734914785,317.14,5.601,366.41434,1713734911499,2.317,,,
1713734914791,313.87,5.607,366.246,1713734911503,2.321,,,
1713734914804,316.34,5.62,366.05056,1713734911507,2.325,,,
1713734914816,316.11,5.632,365.83834,1713734911514,2.332,,,
1713734914824,318.29,5.64,365.54388,1713734911517,2.335,,,
1713734914836,314.89,5.652,365.29494,1713734911529,2.347,,,
1713734914848,313.61,5.664,365.21457,1713734911535,2.353,,,
1713734914857,312.49,5.673,365.18098,1713734911539,2.357,,,
1713734914869,315.83,5.685,364.99116,1713734911541,2.359,,,
1713734914881,314.86,5.697,364.89803,1713734911547,2.365,,,
1713734914890,314.99,5.706,364.69153,1713734911550,2.368,,,
1713734914902,312.65,5.718,364.48062,1713734911553,2.371,,,
1713734914914,312.64,5.73,364.39149,1713734911556,2.374,,,
1713734914922,315.3,5.738,364.34956,1713734911559,2.377,,,
1713734914934,313.4,5.75,364.04277,1713734911562,2.38,,,
1713734914943,312.78,5.759,363.8566,1713734911565,2.383,,,
1713734914955,315.28,5.771,364.01232,1713734911568,2.386,,,
1713734914967,314.03,5.783,364.10485,1713734911571,2.389,,,
1713734914976,313.21,5.792,364.00115,1713734911574,2.392,,,
1713734914988,311.9,5.804,363.71102,1713734911577,2.395,,,
1713734915000,311.08,5.816,363.60006,1713734911580,2.398,,,
1713734915008,313.39,5.824,363.5645,1713734911583,2.401,,,
1713734915021,313.9,5.837,363.48633,1713734911586,2.404,,,
1713734915033,309.69,5.849,363.54511,1713734911590,2.408,,,
1713734915041,312.3,5.857,363.57829,1713734911593,2.411,,,
1713734915053,314.19,5.869,363.61738,1713734911597,2.415,,,
1713734915065,313.03,5.881,363.61124,1713734911600,2.418,,,
1713734915074,312.2,5.89,363.50158,1713734911603,2.421,,,
1713734915086,310.63,5.902,363.2925,1713734911606,2.424,,,
1713734915098,307.89,5.914,363.25612,1713734911609,2.427,,,
1713734915107,307.12,5.923,363.14936,1713734911612,2.43,,,
1713734915119,310.33,5.935,363.14445,1713734911615,2.433,,,
1713734915131,310.44,5.947,363.06515,1713734911618,2.436,,,
1713734915139,312.07,5.955,362.94607,1713734911621,2.439,,,
1713734915152,312.78,5.968,362.92916,1713734911624,2.442,,,
1713734915164,311.36,5.98,363.01803,1713734911627,2.445,,,
1713734915172,305.34,5.988,363.24681,1713734911630,2.448,,,
1713734915184,302.84,6,363.27686,1713734911633,2.451,,,
1713734915193,311.17,6.009,363.21862,1713734911637,2.455,,,
1713734915205,304.81,6.021,363.01647,1713734911641,2.459,,,
1713734915217,295.47,6.033,362.8373,1713734911644,2.462,,,
1713734915226,296.14,6.042,362.80073,1713734911647,2.465,,,
1713734915238,303.66,6.054,362.64171,1713734911650,2.468,,,
1713734915250,301.48,6.066,362.36314,1713734911658,2.476,,,
1713734915258,295.52,6.074,362.25276,1713734911662,2.48,,,
1713734915271,296.25,6.087,362.2006,1713734911665,2.483,,,
1713734915285,294.67,6.101,362.11402,1713734911668,2.486,,,
1713734915291,294.54,6.107,362.3164,1713734911671,2.489,,,
1713734915303,292.37,6.119,362.38795,1713734911674,2.492,,,
1713734915316,291.03,6.132,362.32753,1713734911677,2.495,,,
1713734915324,288.86,6.14,362.06882,1713734911680,2.498,,,
1713734915336,290.07,6.152,361.95897,1713734911683,2.501,,,
1713734915348,289.41,6.164,362.05114,1713734911686,2.504,,,
1713734915356,288.95,6.172,362.05484,1713734911689,2.507,,,
1713734915369,290.1,6.185,361.91925,1713734911692,2.51,,,
1713734915381,290.32,6.197,361.5508,1713734911695,2.513,,,
1713734915389,284.55,6.205,361.38936,1713734911698,2.516,,,
1713734915402,285.09,6.218,361.64167,1713734911701,2.519,,,
1713734915414,289.19,6.23,361.70531,1713734911704,2.522,,,
1713734915422,290.79,6.238,361.54624,1713734911707,2.525,,,
1713734915437,285.51,6.253,361.36741,1713734911709,2.527,,,
1713734915443,287.69,6.259,361.23633,1713734911713,2.531,,,
1713734915455,292.14,6.271,360.86143,1713734911716,2.534,,,
1713734915467,286.71,6.283,360.82821,1713734911719,2.537,,,
1713734915475,288.39,6.291,360.88425,1713734911722,2.54,,,
1713734915489,291.89,6.305,361.12062,1713734911725,2.543,,,
1713734915500,289.81,6.316,361.14584,1713734911728,2.546,,,
1713734915508,289.37,6.324,361.17299,1713734911731,2.549,,,
1713734915520,284.28,6.336,361.54873,1713734911734,2.552,,,
1713734915532,287.35,6.348,361.46651,1713734911737,2.555,,,
1713734915541,287.31,6.357,361.37767,1713734911740,2.558,,,
1713734915553,284.46,6.369,361.34215,1713734911747,2.565,,,
1713734915565,285.91,6.381,361.42985,1713734911750,2.568,,,
1713734915574,281.44,6.39,361.60558,1713734911753,2.571,,,
1713734915586,280.16,6.402,361.59022,1713734911756,2.574,,,
1713734915598,280.74,6.414,361.60966,1713734911759,2.577,,,
1713734915606,285.41,6.422,361.49769,1713734911762,2.58,,,
1713734915618,289.12,6.434,361.38299,1713734911765,2.583,,,
1713734915631,286.33,6.447,361.2435,1713734911767,2.585,,,
1713734915639,285.96,6.455,361.05581,1713734911771,2.589,,,
1713734915651,288.62,6.467,361.05264,1713734911774,2.592,,,
1713734915664,282.33,6.48,361.11597,1713734911777,2.595,,,
1713734915672,280.15,6.488,361.27353,1713734911780,2.598,,,
1713734915684,280.85,6.5,361.26169,1713734911783,2.601,,,
1713734915692,282.98,6.508,361.23635,1713734911786,2.604,,,
1713734915705,278.6,6.521,361.14098,1713734911789,2.607,,,
1713734915717,277.89,6.533,361.16201,1713734911792,2.61,,,
1713734915725,279.97,6.541,361.17984,1713734911795,2.613,,,
1713734915737,278.27,6.553,360.88209,1713734911798,2.616,,,
1713734915750,279.43,6.566,360.76879,1713734911802,2.62,,,
1713734915758,283.94,6.574,360.79498,1713734911805,2.623,,,
1713734915770,287.71,6.586,360.70894,1713734911808,2.626,,,
1713734915782,284.58,6.598,360.5966,1713734911811,2.629,,,
1713734915791,287.95,6.607,360.67318,1713734911814,2.632,,,
1713734915803,291.77,6.619,360.37601,1713734911817,2.635,,,
1713734915815,290.2,6.631,360.24618,1713734911820,2.638,,,
1713734915823,291.04,6.639,360.466,1713734911823,2.641,,,
1713734915836,292.31,6.652,360.34822,1713734911826,2.644,,,
1713734915848,288.75,6.664,360.597,1713734911830,2.648,,,
1713734915856,287.31,6.672,360.58392,1713734911833,2.651,,,
1713734915868,285.66,6.684,360.47646,1713734911836,2.654,,,
1713734915881,290.44,6.697,360.56067,1713734911839,2.657,,,
1713734915889,291.45,6.705,360.50884,1713734911841,2.659,,,
1713734915901,280.74,6.717,360.58408,1713734911847,2.665,,,
1713734915913,284.66,6.729,360.52221,1713734911850,2.668,,,
1713734915922,286.13,6.738,360.50069,1713734911853,2.671,,,
1713734915934,281.47,6.75,360.44524,1713734911856,2.674,,,
1713734915942,284.23,6.758,360.48601,1713734911859,2.677,,,
1713734915954,283.25,6.77,360.49258,1713734911862,2.68,,,
1713734915967,283.67,6.783,360.47198,1713734911865,2.683,,,
1713734915975,288.26,6.791,360.63963,1713734911868,2.686,,,
1713734915987,290.1,6.803,360.64772,1713734911871,2.689,,,
1713734915999,285.46,6.815,360.60772,1713734911874,2.692,,,
1713734916008,278.56,6.824,360.43631,1713734911877,2.695,,,
1713734916020,282.18,6.836,360.57506,1713734911879,2.697,,,
1713734916032,285.09,6.848,360.31075,1713734911883,2.701,,,
1713734916041,287.17,6.857,360.2623,1713734911886,2.704,,,
1713734916053,289.45,6.869,360.25797,1713734911889,2.707,,,
1713734916065,290.97,6.881,360.31466,1713734911891,2.709,,,
1713734916074,294.69,6.89,360.24676,1713734911894,2.712,,,
1713734916085,290.04,6.901,360.07885,1713734911897,2.715,,,
1713734916098,291.1,6.914,360.27377,1713734911901,2.719,,,
1713734916106,298.92,6.922,360.33746,1713734911903,2.721,,,
1713734916118,303.1,6.934,360.29079,1713734911906,2.724,,,
1713734916130,300.2,6.946,360.23163,1713734911909,2.727,,,
1713734916139,299.7,6.955,360.14577,1713734911912,2.73,,,
1713734916151,298.13,6.967,360.15957,1713734911915,2.733,,,
1713734916163,295.87,6.979,359.98365,1713734911918,2.736,,,
1713734916172,296.62,6.988,359.94333,1713734911921,2.739,,,
1713734916184,294.51,7,360.21172,1713734911924,2.742,,,
1713734916192,295.85,7.008,360.44626,1713734911927,2.745,,,
1713734916204,298.1,7.02,360.40008,1713734911930,2.748,,,
1713734916217,298.52,7.033,360.3127,1713734911933,2.751,,,
1713734916225,299.13,7.041,360.12104,1713734911936,2.754,,,
1713734916237,301.63,7.053,360.16895,1713734911939,2.757,,,
1713734916249,299.57,7.065,359.9716,1713734911942,2.76,,,
1713734916258,298.4,7.074,359.99765,1713734911945,2.763,,,
1713734916270,298.37,7.086,360.10863,1713734911948,2.766,,,
1713734916282,297.31,7.098,360.1559,1713734911951,2.769,,,
1713734916290,296.09,7.106,360.12871,1713734911954,2.772,,,
1713734916303,301.3,7.119,359.84711,1713734911957,2.775,,,
1713734916315,294.45,7.131,359.84931,1713734911960,2.778,,,
1713734916325,295.49,7.141,359.84438,1713734911963,2.781,,,
1713734916335,301.8,7.151,359.78537,1713734911966,2.784,,,
1713734916347,298.46,7.163,359.82474,1713734911968,2.786,,,
1713734916356,298.98,7.172,359.96516,1713734911971,2.789,,,
1713734916368,295.99,7.184,359.73868,1713734911974,2.792,,,
1713734916380,299.9,7.196,359.6263,1713734911977,2.795,,,
1713734916389,297.18,7.205,359.76103,1713734911980,2.798,,,
1713734916401,293.31,7.217,359.74313,1713734911983,2.801,,,
1713734916413,297.31,7.229,359.81061,1713734911986,2.804,,,
1713734916421,300.23,7.237,359.85076,1713734911989,2.807,,,
1713734916433,295.96,7.249,360.02152,1713734911991,2.809,,,
1713734916442,295.07,7.258,360.00129,1713734911994,2.812,,,
1713734916454,298.91,7.27,360.12374,1713734911997,2.815,,,
1713734916466,299.22,7.282,359.94007,1713734912000,2.818,,,
1713734916474,294.79,7.29,359.93289,1713734912003,2.821,,,
1713734916487,295.88,7.303,360.0811,1713734912006,2.824,,,
1713734916499,298.92,7.315,360.0563,1713734912009,2.827,,,
1713734916507,300.72,7.323,360.09236,1713734912012,2.83,,,
1713734916520,299.24,7.336,360.2989,1713734912015,2.833,,,
1713734916532,299.18,7.348,360.49567,1713734912018,2.836,,,
1713734916540,299.94,7.356,360.34621,1713734912021,2.839,,,
1713734916552,299.72,7.368,360.40401,1713734912024,2.842,,,
1713734916565,299.35,7.381,360.55506,1713734912027,2.845,,,
1713734916573,302.42,7.389,360.42449,1713734912030,2.848,,,
1713734916585,298.45,7.401,360.084,1713734912033,2.851,,,
1713734916597,296.23,7.413,360.15137,1713734912036,2.854,,,
1713734916606,300.64,7.422,359.97472,1713734912039,2.857,,,
1713734916618,300.81,7.434,359.68551,1713734912042,2.86,,,
1713734916630,295.18,7.446,359.59319,1713734912045,2.863,,,
1713734916638,298.17,7.454,359.6485,1713734912049,2.867,,,
1713734916651,300.35,7.467,359.67357,1713734912052,2.87,,,
1713734916663,299.69,7.479,359.51642,1713734912055,2.873,,,
1713734916671,300.58,7.487,359.59721,1713734912058,2.876,,,
1713734916684,299.05,7.5,359.45099,1713734912061,2.879,,,
1713734916692,303.83,7.508,359.41022,1713734912064,2.882,,,
1713734916704,300.64,7.52,359.66423,1713734912067,2.885,,,
1713734916716,298.2,7.532,359.58431,1713734912070,2.888,,,
1713734916725,298.25,7.541,359.17668,1713734912072,2.89,,,
1713734916737,299.47,7.553,358.86354,1713734912075,2.893,,,
1713734916749,305.87,7.565,358.69449,1713734912078,2.896,,,
1713734916757,302.08,7.573,358.59849,1713734912081,2.899,,,
1713734916770,296.17,7.586,358.60703,1713734912084,2.902,,,
1713734916782,297.21,7.598,358.47877,1713734912087,2.905,,,
1713734916790,302.98,7.606,358.67575,1713734912090,2.908,,,
1713734916802,301.9,7.618,358.80534,1713734912093,2.911,,,
1713734916814,302.49,7.63,358.89787,1713734912096,2.914,,,
1713734916823,300.88,7.639,358.96194,1713734912099,2.917,,,
1713734916835,301.19,7.651,358.8676,1713734912102,2.92,,,
1713734916847,301.46,7.663,358.92744,1713734912104,2.922,,,
1713734916856,299.65,7.672,358.84081,1713734912107,2.925,,,
1713734916868,303.76,7.684,358.58942,1713734912110,2.928,,,
1713734916880,302.46,7.696,358.35015,1713734912113,2.931,,,
1713734916889,298.56,7.705,358.14673,1713734912116,2.934,,,
1713734916901,302.53,7.717,357.74287,1713734912119,2.937,,,
1713734916913,301.52,7.729,357.69526,1713734912122,2.94,,,
1713734916921,298.62,7.737,357.75198,1713734912125,2.943,,,
1713734916936,297.88,7.752,358.01426,1713734912128,2.946,,,
1713734916942,299.33,7.758,358.02042,1713734912131,2.949,,,
1713734916954,302.61,7.77,358.16778,1713734912134,2.952,,,
1713734916966,296.11,7.782,358.23681,1713734912136,2.954,,,
1713734916975,300.11,7.791,358.3263,1713734912139,2.957,,,
1713734916987,303.56,7.803,358.43411,1713734912142,2.96,,,
1713734916999,298.24,7.815,358.44751,1713734912145,2.963,,,
1713734917007,298.88,7.823,358.42356,1713734912149,2.967,,,
1713734917019,299.98,7.835,358.70896,1713734912152,2.97,,,
1713734917031,305.54,7.847,358.91904,1713734912155,2.973,,,
1713734917040,303.84,7.856,358.73863,1713734912158,2.976,,,
1713734917052,298.29,7.868,358.73844,1713734912172,2.99,,,
1713734917064,301.56,7.88,358.5824,1713734912177,2.995,,,
1713734917073,304.22,7.889,358.74639,1713734912183,3.001,,,
1713734917085,305.85,7.901,358.83148,1713734912190,3.008,,,
1713734917097,304.92,7.913,359.0171,1713734912193,3.011,,,
1713734917105,302.71,7.921,358.89486,1713734912196,3.014,,,
1713734917118,302.63,7.934,358.82875,1713734912201,3.019,,,
1713734917130,300.05,7.946,358.66066,1713734912207,3.025,,,
1713734917138,297.35,7.954,358.65473,1713734912212,3.03,,,
1713734917150,298.62,7.966,358.68569,1713734912215,3.033,,,
1713734917163,299.9,7.979,358.73244,1713734912234,3.052,,,
1713734917171,298.19,7.987,358.56871,1713734912237,3.055,,,
1713734917183,301.69,7.999,358.7323,1713734912241,3.059,,,
1713734917192,303.42,8.008,358.69065,1713734912246,3.064,,,
1713734917204,305.19,8.02,358.69648,1713734912256,3.074,,,
1713734917216,303.65,8.032,358.69936,1713734912269,3.087,,,
1713734917224,302.32,8.04,358.73281,1713734912274,3.092,,,
1713734917236,306.11,8.052,358.82855,1713734912282,3.1,,,
1713734917249,304.61,8.065,358.81175,1713734912291,3.109,,,
